pitch_no,game_no,pa_of_inning,pitch_of_pa,batter_side,pitcher_throws,outs,balls,strikes,k_or_bb,hit_type,play_result,pitch_call,tagged_pitch_type,rel_speed,spin_rate,tilt,rel_height,rel_side,extension,vert_break,induced_vert_break,horz_break,plate_loc_height,plate_loc_side,strike_prob,exit_speed,angle,direction,distance,bearing
605,8,1,2,Right,Right,0,0,1,Undefined,Undefined,Undefined,StrikeCalled,Fastball,94.34882857,2317.043553,1:45,5.875395475,2.49409701,5.982242944,-18.93282362,12.31205796,1.41E+01,2.331601433,-0.879633059,0.672699213,NULL,NULL,NULL,NULL,NULL
606,8,1,3,Right,Right,0,0,2,Undefined,Undefined,Undefined,BallCalled,ChangeUp,83.90679811,1544.350822,3:00,5.790040525,2.605947875,6.623722338,-37.90085664,0.645820002,13.76354585,0.954162995,-0.268501459,0.000103482,NULL,NULL,NULL,NULL,NULL
607,8,1,4,Right,Right,0,1,2,Undefined,GroundBall,Single,InPlay,Fastball,94.12873564,2270.327871,1:15,5.839136707,2.446371599,6.516356788,-15.22359519,15.54360802,10.57276379,1.921456881,-0.71590447,0.835097075,90.7946855,-12.4947796,-12.16725042,10.65327427,-6.533611552
608,8,2,1,Right,Right,0,0,0,Undefined,Popup,FieldersChoice,InPlay,Fastball,93.62537321,2240.462773,1:15,5.851983027,2.627663319,5.838666688,-16.43541965,15.29321184,12.05860611,2.87427032,0.66880304,0.954446673,70.9331,67.9001,25.4688,105.329,25.4688
609,8,3,1,Left,Right,1,0,0,Undefined,Undefined,Undefined,FoulBall,Fastball,92.75722042,2342.513271,1:30,5.882103993,2.813151019,5.966149094,-18.34510687,13.99538077,13.78712058,3.286019534,0.979993517,0.051307023,NULL,NULL,NULL,NULL,NULL
610,8,3,2,Left,Right,1,0,1,Undefined,Undefined,Undefined,BallCalled,Fastball,92.91361635,2380.271054,1:30,5.807212084,2.747727491,5.859254036,-17.8002499,14.7961346,14.29916897,3.149221488,-0.797279314,0.175777674,NULL,NULL,NULL,NULL,NULL
611,8,3,3,Left,Right,1,1,1,Undefined,Undefined,Undefined,StrikeCalled,Fastball,93.40307942,2330.260017,1:15,5.814463819,2.645855774,6.419652024,-16.89827539,14.6628544,12.32494962,2.047103777,-0.356775052,0.976937175,NULL,NULL,NULL,NULL,NULL
612,8,3,4,Left,Right,1,1,2,Undefined,Undefined,Undefined,BallCalled,Curveball,81.44768092,2430.329342,6:45,5.790721947,2.746974021,5.692287864,-59.11547168,-15.81557227,-5.399222216,-2.57E-01,-2.03838309,1.60E-05,NULL,NULL,NULL,NULL,NULL
613,8,3,5,Left,Right,1,2,2,Undefined,Undefined,Undefined,FoulBall,Fastball,93.74560757,2375.094362,1:30,5.828174514,2.826589242,5.741189209,-20.78318465,11.08030105,10.10357539,3.416576017,-0.234238552,0.175100774,67.87522329,49.30273269,-170.08454,182.6169047,-168.8626655
614,8,3,6,Left,Right,1,2,2,Undefined,Undefined,Undefined,FoulBall,Fastball,93.84070496,2543.419931,1:15,5.917201031,2.694604677,6.086255549,-14.17194425,17.14288651,11.90696278,3.358231207,-0.009063135,0.297998101,76.61988106,17.54365113,-174.0590025,161.5500137,-171.1331535
615,8,3,7,Left,Right,1,2,2,Undefined,FlyBall,Out,InPlay,ChangeUp,83.41910687,1686.540806,2:45,5.773254912,2.698656708,6.624837452,-37.22180045,1.788982207,13.79962468,1.804159317,0.458864305,0.911369443,89.977798,34.16888465,22.40972898,348.9893065,27.61379625
616,8,4,1,Left,Right,2,0,0,Undefined,LineDrive,Out,InPlay,Fastball,93.18664204,2461.063987,1:30,5.838600692,2.74844315,5.936954709,-18.986002,13.24953085,11.90872433,2.556529168,-0.178779239,0.995831192,103.7611694,5.420858403,31.42244068,115.6096446,33.82982239
617,8,1,1,Left,Right,0,0,0,Undefined,Undefined,Undefined,StrikeCalled,Curveball,79.1638864,2027.835389,6:45,5.898716323,2.766545869,5.542010259,-57.98847686,-13.03509476,-5.734638879,1.570356492,0.7707209,0.737370849,NULL,NULL,NULL,NULL,NULL
618,8,1,2,Left,Right,0,0,1,Undefined,Undefined,Undefined,StrikeSwinging,ChangeUp,84.57712673,1570.790119,2:00,5.801741902,2.759939406,6.015824845,-31.43651151,7.219591946,13.36491892,1.807235741,-0.335846668,0.905579746,NULL,NULL,NULL,NULL,NULL
619,8,1,3,Left,Right,0,0,2,Undefined,GroundBall,Single,InPlay,ChangeUp,83.57000172,1631.481101,2:15,5.647187899,2.691991273,6.257520531,-33.06082923,6.179040284,15.96466049,6.87E-01,0.38616283,6.37E-05,53.96208725,-43.35687715,6.745628621,4.387444711,-3.869692905
620,8,2,1,Right,Right,0,0,0,Undefined,Undefined,Undefined,BallCalled,Fastball,94.3994909,2388.294741,12:45,5.941517081,2.475771654,6.096776258,-14.1320436,17.02935613,7.988206764,2.620280351,-0.829749913,0.856289387,NULL,NULL,NULL,NULL,NULL
621,8,2,2,Right,Right,0,1,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,93.62781792,2305.160286,1:15,5.911119623,2.633863546,6.037743219,-18.59198183,13.08715111,10.94152458,2.307125457,0.310217521,0.996932507,NULL,NULL,NULL,NULL,NULL
622,8,2,3,Right,Right,0,1,1,Undefined,Undefined,Undefined,BallCalled,Fastball,93.56736157,2307.069116,1:15,5.875238408,2.524300699,6.058507472,-17.12420628,14.72305827,11.34903086,2.025963459,-1.752454466,0.000103095,NULL,NULL,NULL,NULL,NULL
623,8,2,4,Right,Right,0,2,1,Undefined,Undefined,Undefined,FoulBall,ChangeUp,83.98002327,1765.817263,2:15,5.857990563,2.638642218,6.109984313,-32.74660021,6.381061048,15.40264304,1.88724652,0.562263128,0.943472326,NULL,NULL,NULL,NULL,NULL
624,8,2,5,Right,Right,0,2,2,Undefined,Undefined,Undefined,BallCalled,Fastball,93.58256558,2487.80904,1:15,5.778828415,2.487533726,6.380314151,-14.20055393,17.18611476,11.76918111,1.103952121,-1.30545495,0.000356454,NULL,NULL,NULL,NULL,NULL
625,8,2,6,Right,Right,0,3,2,Undefined,LineDrive,Single,InPlay,Fastball,95.26888384,2545.595082,1:15,5.791103074,2.495270459,6.447604764,-12.74471138,17.42242491,12.02432029,1.687785898,-0.0618864,0.897592723,84.90421963,9.219688569,18.83979724,155.426536,25.42026606
626,8,3,1,Left,Right,0,0,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,93.51530048,2432.585942,1:45,5.880799424,2.722615665,5.708134767,-18.99847672,13.2438124,16.73358157,2.08146981,0.205055147,0.993485987,NULL,NULL,NULL,NULL,NULL
627,8,3,2,Left,Right,0,0,1,Undefined,Undefined,Undefined,StrikeSwinging,ChangeUp,84.12596582,1647.105142,2:30,5.692330152,2.866723933,6.069318899,-35.55889332,3.629520285,17.37075747,0.810009982,0.427196289,0.000178351,NULL,NULL,NULL,NULL,NULL
628,8,3,3,Left,Right,0,0,2,Undefined,Undefined,Undefined,BallCalled,Fastball,94.54303578,2339.298646,1:15,5.76361612,2.685423103,6.222370409,-14.69057433,16.2492283,11.11181323,1.967542533,-1.275843664,0.00051949,NULL,NULL,NULL,NULL,NULL
629,8,3,4,Left,Right,0,1,2,Undefined,Undefined,Undefined,FoulBall,Curveball,79.21154373,2385.455914,7:30,5.758013439,2.853316795,5.615301305,-58.42780706,-13.180666,-11.84388941,2.50217031,1.121503466,0.123098247,83.67764057,33.18585022,-42.06670047,267.8295196,-58.86052489
630,8,3,5,Left,Right,0,1,2,Undefined,GroundBall,FieldersChoice,InPlay,ChangeUp,83.26112117,1551.663564,3:15,5.781755394,2.812257492,5.877851017,-41.81091037,-1.300617356,15.73366142,1.509403646,0.645101712,0.276995927,NULL,NULL,NULL,NULL,NULL
631,8,4,1,Right,Right,1,0,0,Undefined,Undefined,Undefined,BallCalled,Fastball,93.77676402,2451.399602,1:15,5.875394144,2.663517867,6.095157937,-15.41028681,16.22221813,11.88766808,1.969155417,-1.237984492,0.016582755,NULL,NULL,NULL,NULL,NULL
632,8,4,2,Right,Right,1,1,0,Undefined,FlyBall,Out,InPlay,Fastball,93.46701822,2452.970145,1:15,5.862867833,2.550564957,6.587484196,-15.99354685,15.09648269,11.21339132,1.922190238,-0.058850867,0.989770532,97.85823962,32.44143836,20.48196411,350.3793181,37.01663107
633,8,5,1,Right,Right,2,0,0,Undefined,Undefined,Undefined,StrikeSwinging,Curveball,80.07711684,2350.97364,7:00,5.959946516,2.602176901,5.945977235,-58.99538177,-15.02401561,-7.571771548,1.853593344,-0.707552356,0.883011281,NULL,NULL,NULL,NULL,NULL
634,8,5,2,Right,Right,2,0,1,Undefined,Undefined,Undefined,BallCalled,Fastball,94.77845555,2435.250527,1:00,5.85503368,2.458363862,6.095147175,-12.65794424,18.4368262,9.734067382,2.043872386,-1.430558079,0.000130278,NULL,NULL,NULL,NULL,NULL
635,8,5,3,Right,Right,2,1,1,Undefined,Undefined,Undefined,BallCalled,Fastball,94.05823101,2393.803115,1:15,5.879219621,2.518732313,6.20583527,-14.66975377,16.78012216,11.96401497,1.307590058,-1.37738694,0.000176107,NULL,NULL,NULL,NULL,NULL
636,8,5,4,Right,Right,2,2,1,Undefined,Undefined,Undefined,StrikeCalled,Fastball,94.00116094,2348.040986,1:15,5.897228698,2.634834959,6.005149747,-15.74250876,15.76419424,1.06E+01,1.88754659,-0.392019463,0.97071147,NULL,NULL,NULL,NULL,NULL
637,8,5,5,Right,Right,2,2,2,Undefined,Undefined,Undefined,BallCalled,ChangeUp,83.5784084,1471.747434,3:00,5.874574082,2.514939659,6.522509766,-38.7487567,0.329811466,1.40E+01,8.29E-01,-1.947079298,5.06E-06,NULL,NULL,NULL,NULL,NULL
638,8,5,6,Right,Right,2,3,2,Undefined,FlyBall,Out,InPlay,Sinker,94.12636972,2435.520278,1:15,5.877160617,2.536126288,6.303067996,-16.38370135,14.63409824,12.07087035,2.600124334,-0.219067077,0.991033137,91.58975048,28.09569516,23.87907606,309.0522546,38.87098169
639,8,1,1,Right,Right,0,0,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,93.03154914,2387.910837,1:15,5.9162363,2.512593406,5.927659347,-20.32902643,11.66985474,9.67E+00,2.399947922,0.150855804,0.996893644,NULL,NULL,NULL,NULL,NULL
640,8,1,2,Right,Right,0,0,1,Undefined,Undefined,Undefined,BallCalled,Curveball,78.92645453,2357.07704,7:15,5.954039267,2.590234687,5.441356106,-58.36541664,-12.74885844,-8.711677344,3.795360019,1.255444266,0.000281197,NULL,NULL,NULL,NULL,NULL
641,8,1,3,Right,Right,0,1,1,Undefined,Undefined,Undefined,FoulBall,ChangeUp,82.41739774,1396.346098,2:45,5.882113595,2.655601778,6.024098086,-39.92427988,0.787139112,11.59648113,2.522489628,0.098816039,0.991132796,NULL,NULL,NULL,NULL,NULL
642,8,1,4,Right,Right,0,1,2,Undefined,Undefined,Undefined,BallCalled,Fastball,93.11466114,2430.017063,1:30,5.758611291,2.549280547,5.946528469,-17.34230788,14.74275505,14.32133412,2.95E+00,1.649790141,9.26E-05,NULL,NULL,NULL,NULL,NULL
643,8,1,5,Right,Right,0,2,2,Undefined,Undefined,Undefined,BallCalled,Slider,86.39643708,2250.714511,11:00,5.813254125,2.510938295,6.033624535,-32.41950837,4.675498386,-2.83E+00,1.53E+00,-1.71644572,8.57E-05,NULL,NULL,NULL,NULL,NULL
644,8,1,6,Right,Right,0,3,2,Walk,Undefined,Undefined,BallCalled,Fastball,93.93758144,2394.266601,1:00,5.81695266,2.627730419,6.100064128,-16.85742496,14.48741174,9.061733656,4.12E+00,0.998012936,4.71E-05,NULL,NULL,NULL,NULL,NULL
645,8,2,1,Right,Right,0,0,0,Undefined,Undefined,Undefined,FoulBall,Fastball,93.00926573,2241.27423,1:15,5.869266327,2.628165956,6.073863724,-17.19132357,14.81869107,11.31945124,3.089375677,0.291666569,0.980984688,71.83412485,43.02466101,162.1314329,204.343608,171.2081618
646,8,2,2,Right,Right,0,0,1,Undefined,Undefined,Undefined,FoulBall,Fastball,93.57874106,2379.231077,1:00,5.878750494,2.521000126,6.113458862,-14.29331638,17.25997763,10.09579728,2.741510716,-0.246920361,0.982350588,NULL,NULL,NULL,NULL,NULL
647,8,2,3,Right,Right,0,0,2,Strikeout,Undefined,Undefined,StrikeCalled,Fastball,93.82709744,2378.091636,1:15,5.771674524,2.760199143,5.783810918,-16.80910282,15.14875304,11.9949536,2.059213941,-0.461072248,0.961540818,NULL,NULL,NULL,NULL,NULL
648,8,3,1,Left,Right,1,0,0,Undefined,Undefined,Undefined,BallCalled,Curveball,80.54646112,2498.424804,7:15,5.826274104,2.806464331,5.472950003,-59.79233424,-15.60809338,-11.10335238,0.417520118,-0.124159768,0.000281932,NULL,NULL,NULL,NULL,NULL
649,8,3,2,Left,Right,1,1,0,Undefined,Undefined,Undefined,BallCalled,ChangeUp,83.33642771,1556.770341,2:15,5.763229455,2.761338071,6.7006407,-31.78805457,6.975332698,1.44E+01,0.847970953,-0.631751438,0.000145796,NULL,NULL,NULL,NULL,NULL
650,8,3,3,Left,Right,1,2,0,Undefined,Undefined,Undefined,FoulBall,Fastball,93.35725946,2455.344023,1:15,5.807012631,2.743135432,6.156714944,-17.11108822,14.49774099,11.32159121,3.053798484,0.087374727,0.980286419,70.67484351,56.37405355,-148.3715782,191.3797824,-151.7582232
651,8,3,4,Left,Right,1,2,1,Undefined,Undefined,Undefined,BallCalled,Fastball,93.48872237,2419.100713,1:00,5.856594305,2.611532434,6.262159584,-15.93182187,15.48966134,8.744181576,1.58542141,-1.279888686,0.00091304,NULL,NULL,NULL,NULL,NULL
652,8,3,5,Left,Right,1,3,1,Undefined,Undefined,Undefined,FoulBall,ChangeUp,82.73162741,1565.899889,3:00,5.77419068,2.726758609,6.208381702,-39.41199169,0.736572029,12.71884452,1.804540131,-0.2109632,0.964408457,NULL,NULL,NULL,NULL,NULL
653,8,3,6,Left,Right,1,3,2,Undefined,Undefined,Undefined,FoulBall,Fastball,94.10939707,2352.978476,1:00,5.774286955,2.698498063,6.060755037,-14.68459015,16.53415859,8.841817345,2.512905228,0.188394661,0.993297398,70.47682642,23.4900014,-163.9007494,151.9580025,-165.5480436
654,8,3,7,Left,Right,1,3,2,Strikeout,Undefined,Undefined,StrikeSwinging,ChangeUp,84.08468101,1767.950142,3:00,5.762338947,2.793600749,6.090123733,-39.85865823,-0.587330449,18.44009511,7.78E-01,0.451936762,9.77E-05,NULL,NULL,NULL,NULL,NULL
655,8,4,1,Left,Right,2,0,0,Undefined,Undefined,Undefined,BallCalled,ChangeUp,83.15134468,1661.77401,2:00,5.803936712,2.81146968,6.098608227,-29.66340361,10.33578359,17.77460027,3.30086604,0.373547421,0.865665376,NULL,NULL,NULL,NULL,NULL
656,8,4,2,Left,Right,2,1,0,Undefined,Undefined,Undefined,BallCalled,ChangeUp,81.53548383,1752.840182,3:00,5.786597179,2.828514987,6.335472157,-40.60038197,0.564260381,15.1224713,2.830987529,1.346565401,0.001503904,NULL,NULL,NULL,NULL,NULL
657,8,4,3,Left,Right,2,2,0,Undefined,Undefined,Undefined,BallCalled,ChangeUp,81.38056789,1567.182029,3:30,5.789791434,2.713719506,6.172153734,-45.21776195,-3.583503678,15.11589035,0.896353001,0.165402443,0.000315141,NULL,NULL,NULL,NULL,NULL
658,8,4,4,Left,Right,2,3,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,92.99785434,2368.156086,1:45,5.801728041,2.621647266,6.153189883,-19.02985703,13.06858366,15.94661858,1.518797978,-0.062644265,0.784668624,NULL,NULL,NULL,NULL,NULL
659,8,4,5,Left,Right,2,3,1,Undefined,FlyBall,Out,InPlay,Sinker,93.57032947,2355.803798,1:30,5.78749261,2.717135224,6.169471661,-18.46752461,13.09356583,14.81010139,2.400709419,0.372921505,0.995489895,97.84047612,40.67139987,19.07307324,338.1255793,16.7133129
660,8,1,1,Left,Right,0,0,0,Undefined,Undefined,Undefined,StrikeCalled,ChangeUp,82.4875702,1745.071459,2:45,5.864702662,2.75252476,5.906437033,-39.70329876,1.162686223,14.07521445,3.282737514,0.566872802,0.817151308,NULL,NULL,NULL,NULL,NULL
661,8,1,2,Left,Right,0,0,1,Undefined,Undefined,Undefined,BallCalled,Curveball,79.34266348,2436.922854,7:15,5.831865706,2.724115383,5.322370219,-59.87757272,-14.39340977,-11.2174396,3.223411355,0.856575494,0.246096626,NULL,NULL,NULL,NULL,NULL
662,8,1,3,Left,Right,0,1,1,Undefined,Undefined,Undefined,BallCalled,Curveball,78.79292022,2369.936796,7:15,5.855127029,2.736304629,5.494513885,-61.4790308,-15.68453604,-10.70811136,2.745846886,1.140721318,0.053043667,NULL,NULL,NULL,NULL,NULL
663,8,1,4,Left,Right,0,2,1,Undefined,Undefined,Undefined,StrikeSwinging,ChangeUp,82.29166043,1400.553726,2:00,5.83294335,2.789380913,5.915251266,-37.41454992,3.633235621,7.09E+00,2.33257963,-0.087203834,0.995189905,NULL,NULL,NULL,NULL,NULL
664,8,1,5,Left,Right,0,2,2,Undefined,LineDrive,Double,InPlay,ChangeUp,81.84700745,1428.8823,3:15,5.705080049,2.675068794,6.450566725,-42.37704345,-1.803075929,1.26E+01,1.796517755,0.612833499,0.880191863,100.037989,11.85509011,-7.003523262,261.7427746,-13.66874098
665,9,1,1,Right,Right,0,0,0,Undefined,FlyBall,Out,InPlay,Fastball,93.96003881,2358.140285,1:00,6.021886127,2.305486322,6.506338024,-13.01809363,17.63147403,10.4726984,2.534665817,0.022331755,0.996359766,92.54888093,42.28906418,-16.82793638,312.1536485,-16.18295082
666,9,2,1,Left,Right,1,0,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,93.76080156,2283.453121,1:15,6.00934445,2.662737583,5.654579513,-14.95644271,16.86757941,13.63791294,2.635676508,0.804881945,0.938228667,NULL,NULL,NULL,NULL,NULL
667,9,2,2,Left,Right,1,0,1,Undefined,Undefined,Undefined,BallCalled,Fastball,93.37704516,2216.6289,1:15,5.957199142,2.678877882,5.451835198,-16.53524656,15.65730064,12.94306288,4.18E+00,0.7768013,4.39E-05,NULL,NULL,NULL,NULL,NULL
668,9,2,3,Left,Right,1,1,1,Undefined,Undefined,Undefined,StrikeCalled,Fastball,93.51185723,2227.218997,1:30,6.019963258,2.734258763,5.571635307,-15.9539136,16.00221397,14.29663521,3.213934793,-0.26343788,0.673110545,NULL,NULL,NULL,NULL,NULL
669,9,2,4,Left,Right,1,1,2,Undefined,Undefined,Undefined,FoulBall,Fastball,94.16918643,2234.586457,1:45,5.923962951,2.632346786,5.768245304,-17.86740856,13.64018406,15.71298109,3.295718324,-0.273464941,0.413085967,NULL,NULL,NULL,NULL,NULL
670,9,2,5,Left,Right,1,1,2,Undefined,Undefined,Undefined,BallCalled,Curveball,79.40854067,2269.766937,6:30,6.012442088,2.640866366,5.347424311,-62.37137083,-17.01164131,-3.429983858,3.60E-01,-1.142169151,6.88E-05,NULL,NULL,NULL,NULL,NULL
671,9,2,6,Left,Right,1,2,2,Undefined,LineDrive,Out,InPlay,Fastball,93.2931582,2247.479505,1:30,6.003320954,2.619145982,5.697645803,-16.60462477,15.57086453,14.26411299,3.029620815,0.009595328,0.951774478,99.55357876,9.637462849,30.26417309,161.831673,34.68187591
672,9,3,1,Left,Right,2,0,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,94.18568352,2338.044664,1:30,5.917457913,2.600287908,5.720124456,-17.24548288,14.36875603,13.09580541,3.520292649,0.299192001,0.268906891,NULL,NULL,NULL,NULL,NULL
673,9,3,2,Left,Right,2,0,1,Undefined,Undefined,Undefined,BallCalled,Fastball,93.48963008,2242.711375,1:30,5.911757308,2.707010528,5.585954416,-17.52240682,14.69421361,13.47028871,4.59E+00,0.599950688,2.92E-05,NULL,NULL,NULL,NULL,NULL
674,9,3,3,Left,Right,2,1,1,Undefined,Undefined,Undefined,StrikeSwinging,Fastball,94.00749327,2299.22387,1:30,6.015775175,2.602076534,5.593117741,-18.9359171,12.77759739,1.19E+01,3.313244281,-0.104016052,0.712691426,NULL,NULL,NULL,NULL,NULL
675,9,3,4,Left,Right,2,1,2,Undefined,Undefined,Undefined,BallCalled,Fastball,93.93008329,2257.088197,1:30,5.910055977,2.706491909,5.742601158,-19.14236563,12.61548016,12.74466914,3.317968183,-0.788947963,0.132839292,NULL,NULL,NULL,NULL,NULL
676,9,3,5,Left,Right,2,2,2,Undefined,FlyBall,Out,InPlay,Fastball,94.01925771,2315.493506,1:30,5.970609481,2.613441966,5.814477711,-18.16474814,13.50212264,13.3862148,3.30546337,-0.397525123,0.577259779,79.35193588,42.74689016,20.67041393,258.3098474,16.27316043
677,9,1,1,Left,Right,0,0,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,92.43228019,2210.760986,1:15,5.92727152,2.705346185,5.769202148,-17.39834244,15.45979714,13.2954322,3.062200361,0.328654983,0.98080498,NULL,NULL,NULL,NULL,NULL
678,9,1,2,Left,Right,0,0,1,Undefined,Undefined,Undefined,StrikeCalled,Curveball,78.67829417,2271.010898,7:15,5.9564794,2.658259961,5.209509788,-58.47806265,-12.31751583,-8.323181184,2.122567236,0.319092633,0.988895178,NULL,NULL,NULL,NULL,NULL
679,9,1,3,Left,Right,0,0,2,Undefined,LineDrive,Single,InPlay,Fastball,92.87464735,2204.638911,1:45,5.79225626,2.628416658,5.897547801,-19.10424927,13.0185363,15.34615453,3.240948153,-0.364026321,0.658450425,96.65997697,9.724985121,-17.27709024,193.0931672,-25.99836834
680,9,2,1,Right,Right,0,0,0,Undefined,Undefined,Undefined,StrikeCalled,Curveball,78.67271333,2072.6106,6:30,5.951076368,2.671473604,5.08574149,-62.3410903,-15.27437109,-4.216716321,2.015276629,0.113931972,0.99460876,NULL,NULL,NULL,NULL,NULL
681,9,2,2,Right,Right,0,0,1,Undefined,Undefined,Undefined,BallCalled,Fastball,92.58690681,2158.390203,1:30,5.783815653,2.665544103,5.867813307,-18.36475858,14.12731489,13.53245482,3.113489959,-0.755223641,0.607916713,NULL,NULL,NULL,NULL,NULL
682,9,2,3,Right,Right,0,1,1,Undefined,Undefined,Undefined,FoulBall,Fastball,93.45335669,2188.739769,1:15,6.017525825,2.500547105,6.035411862,-16.20305364,15.34725939,12.30254617,2.681145295,-0.033227273,0.99044168,NULL,NULL,NULL,NULL,NULL
683,9,2,4,Right,Right,0,1,2,Undefined,Undefined,Undefined,BallCalled,Fastball,94.4536443,2327.035957,1:15,5.9469281,2.493206799,5.888173553,-16.32191292,14.6207856,10.37194459,2.637553554,-0.995549547,0.23574838,NULL,NULL,NULL,NULL,NULL
684,9,2,5,Right,Right,0,2,2,Undefined,GroundBall,Out,InPlay,ChangeUp,83.70740098,1359.301485,2:00,5.913780588,2.618654068,5.964736075,-31.1784791,8.219983006,16.70049567,1.680240099,-0.048460932,0.798383832,84.65766905,-2.666352951,-2.681246902,27.14464358,-2.040334265
685,9,3,1,Left,Right,2,0,0,Undefined,Undefined,Undefined,FoulBall,Fastball,94.14126801,2339.842563,1:15,5.846741011,2.795627925,5.571475463,-16.18427457,15.55938358,13.23351124,2.28714646,0.126465016,0.997111678,74.9392644,23.87253249,-160.9337081,176.3002891,-161.9504304
686,9,3,2,Left,Right,2,0,1,Undefined,Undefined,Undefined,BallCalled,Fastball,94.01139662,2260.180568,1:15,5.852332574,2.733359884,5.81077592,-17.9210736,13.61377545,11.15184421,3.99E+00,1.067918455,4.38E-05,NULL,NULL,NULL,NULL,NULL
687,9,3,3,Left,Right,2,1,1,Undefined,Undefined,Undefined,BallCalled,ChangeUp,83.20037386,1407.779049,2:45,5.850772915,2.542508187,6.425985467,-37.44892826,2.131398808,1.36E+01,0.78308649,-1.021405572,0.000156401,NULL,NULL,NULL,NULL,NULL
688,9,3,4,Left,Right,2,2,1,Undefined,Undefined,Undefined,BallCalled,ChangeUp,82.79736937,1457.334297,2:00,5.824349741,2.743228183,5.771640268,-34.04916445,6.91734724,13.55841601,3.49E+00,1.766729283,7.34E-05,NULL,NULL,NULL,NULL,NULL
689,9,3,5,Left,Right,2,3,1,Undefined,Undefined,Undefined,FoulBall,Fastball,94.20710122,2315.858003,1:15,5.847002168,2.668779533,5.954064039,-15.09974414,16.14440828,12.0261327,2.652667282,-0.076141771,0.994832754,74.01458628,50.74611402,-129.1255802,211.25015,-138.3808141
690,9,3,6,Left,Right,2,3,2,Walk,Undefined,Undefined,BallCalled,Fastball,93.26711286,2272.55525,1:15,5.815883501,2.62619738,5.733652229,-18.1242171,13.84780757,11.85277325,3.731496957,0.618360719,0.013326777,NULL,NULL,NULL,NULL,NULL
691,9,4,1,Right,Right,2,0,0,Undefined,Undefined,Undefined,StrikeSwinging,Fastball,93.06634683,2286.741465,1:15,5.947748936,2.458088392,5.965590097,-16.32146535,15.52173692,10.61885791,3.124049773,-0.655492466,0.907376826,NULL,NULL,NULL,NULL,NULL
692,9,4,2,Right,Right,2,0,1,Undefined,Undefined,Undefined,BallCalled,Fastball,93.47917651,2308.705247,1:15,5.912180255,2.378764826,6.011807059,-15.39082946,16.35745552,13.09910948,1.615224547,-1.015508709,0.058943018,NULL,NULL,NULL,NULL,NULL
693,9,4,3,Right,Right,2,1,1,Undefined,Bunt,Out,InPlay,Curveball,78.5738492,2133.721156,6:45,5.821734807,2.549119487,5.2762102,-59.08598691,-13.25104616,-5.128747454,2.600405503,0.601133818,0.983047843,22.05500419,31.71194721,-18.17286608,35.62338396,-20.73963953
694,9,1,1,Right,Right,0,0,0,Undefined,Undefined,Undefined,BallCalled,Fastball,92.53286929,2357.303417,12:45,5.984823096,2.554750626,5.733272912,-15.0781882,17.36980841,8.195632159,4.05E+00,0.863149654,6.11E-05,NULL,NULL,NULL,NULL,NULL
695,9,1,2,Right,Right,0,1,0,Undefined,Undefined,Undefined,FoulBall,Slider,87.77454999,2172.041529,11:45,5.86792652,2.596590212,5.499845695,-25.63065849,10.80351977,-1.002797094,2.685948421,0.119966991,0.996271968,73.25031267,19.55955365,166.9295543,148.0482131,171.5218206
696,9,1,3,Right,Right,0,1,1,Undefined,Undefined,Undefined,BallCalled,Curveball,77.62269511,2208.445017,7:00,5.8982988,2.499414552,5.567277809,-64.59470411,-17.34271228,-9.54033355,3.92E+00,1.411325833,8.27E-05,NULL,NULL,NULL,NULL,NULL
697,9,1,4,Right,Right,0,2,1,Undefined,Undefined,Undefined,StrikeCalled,Fastball,93.42194852,2397.974486,1:15,5.943731304,2.327096435,6.251892619,-16.24163604,15.06118603,12.80441667,1.808651522,-0.592435046,0.941717863,NULL,NULL,NULL,NULL,NULL
698,9,1,5,Right,Right,0,2,2,Strikeout,Undefined,Undefined,StrikeSwinging,Fastball,94.41887559,2317.094792,1:15,5.925792225,2.488659533,5.675004398,-16.10909618,15.16076552,1.31E+01,2.959477073,-0.507240419,0.942212582,NULL,NULL,NULL,NULL,NULL
699,9,2,1,Left,Right,1,0,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,93.50439309,2394.387468,1:15,5.952095506,2.65188023,5.624561744,-13.03980144,19.02716243,13.83435085,2.771960875,0.671876058,0.979106784,NULL,NULL,NULL,NULL,NULL
700,9,2,2,Left,Right,1,0,1,Undefined,Undefined,Undefined,BallCalled,Curveball,78.85778401,2305.968087,7:15,5.846241631,2.694704738,4.72375206,-62.37921953,-15.24955151,-10.69739245,3.024340383,1.063438908,0.065815829,NULL,NULL,NULL,NULL,NULL
701,9,2,3,Left,Right,1,1,1,Undefined,Undefined,Undefined,FoulBall,Fastball,93.08564225,2250.209869,1:30,5.822442929,2.589533468,6.21743779,-16.92834236,14.63180299,15.33071992,2.481292113,0.756779204,0.927111804,66.97224777,38.67591989,-145.8940657,176.5501969,-149.9040272
